candle_time,funding_rate,funding_timestamp
2021-09-15 08:00:00+00:00,,
2021-09-15 12:00:00+00:00,,
2021-09-15 16:00:00+00:00,0.0001,1631721600000.0
2021-09-15 20:00:00+00:00,0.0001,1631721600000.0
2021-09-16 00:00:00+00:00,0.0001,1631750400000.0
2021-09-16 04:00:00+00:00,0.0001,1631750400000.0
2021-09-16 08:00:00+00:00,0.0001,1631779200000.0
2021-09-16 12:00:00+00:00,0.0001,1631779200000.0
2021-09-16 16:00:00+00:00,0.00041887,1631808000000.0
2021-09-16 20:00:00+00:00,0.00041887,1631808000000.0
2021-09-17 00:00:00+00:00,0.00079067,1631836800000.0
2021-09-17 04:00:00+00:00,0.00079067,1631836800000.0
2021-09-17 08:00:00+00:00,0.00085805,1631865600000.0
2021-09-17 12:00:00+00:00,0.00085805,1631865600000.0
2021-09-17 16:00:00+00:00,0.00091792,1631894400000.0
2021-09-17 20:00:00+00:00,0.00091792,1631894400000.0
2021-09-18 00:00:00+00:00,0.0005385,1631923200000.0
2021-09-18 04:00:00+00:00,0.0005385,1631923200000.0
2021-09-18 08:00:00+00:00,0.0001,1631952000000.0
2021-09-18 12:00:00+00:00,0.0001,1631952000000.0
2021-09-18 16:00:00+00:00,0.0001,1631980800000.0
2021-09-18 20:00:00+00:00,0.0001,1631980800000.0
2021-09-19 00:00:00+00:00,0.00031962,1632009600000.0
2021-09-19 04:00:00+00:00,0.00031962,1632009600000.0
2021-09-19 08:00:00+00:00,0.00106733,1632038400000.0
2021-09-19 12:00:00+00:00,0.00106733,1632038400000.0
2021-09-19 16:00:00+00:00,0.00117126,1632067200000.0
2021-09-19 20:00:00+00:00,0.00117126,1632067200000.0
2021-09-20 00:00:00+00:00,0.00026529,1632096000000.0
2021-09-20 04:00:00+00:00,0.00026529,1632096000000.0
2021-09-20 08:00:00+00:00,0.0001,1632124800000.0
2021-09-20 12:00:00+00:00,0.0001,1632124800000.0
2021-09-20 16:00:00+00:00,0.00014516,1632153600000.0
2021-09-20 20:00:00+00:00,0.00014516,1632153600000.0
2021-09-21 00:00:00+00:00,0.00016363,1632182400000.0
2021-09-21 04:00:00+00:00,0.00016363,1632182400000.0
2021-09-21 08:00:00+00:00,0.0001,1632211200000.0
2021-09-21 12:00:00+00:00,0.0001,1632211200000.0
2021-09-21 16:00:00+00:00,0.0001,1632240000000.0
2021-09-21 20:00:00+00:00,0.0001,1632240000000.0
2021-09-22 00:00:00+00:00,0.0001,1632268800000.0
2021-09-22 04:00:00+00:00,0.0001,1632268800000.0
2021-09-22 08:00:00+00:00,0.0001,1632297600000.0
2021-09-22 12:00:00+00:00,0.0001,1632297600000.0
2021-09-22 16:00:00+00:00,0.0001,1632326400000.0
2021-09-22 20:00:00+00:00,0.0001,1632326400000.0
2021-09-23 00:00:00+00:00,0.0001,1632355200000.0
2021-09-23 04:00:00+00:00,0.0001,1632355200000.0
2021-09-23 08:00:00+00:00,0.0001,1632384000000.0
2021-09-23 12:00:00+00:00,0.0001,1632384000000.0
2021-09-23 16:00:00+00:00,0.0001,1632412800000.0
2021-09-23 20:00:00+00:00,0.0001,1632412800000.0
2021-09-24 00:00:00+00:00,0.0001,1632441600000.0
2021-09-24 04:00:00+00:00,0.0001,1632441600000.0
2021-09-24 08:00:00+00:00,0.0001,1632470400000.0
2021-09-24 12:00:00+00:00,0.0001,1632470400000.0
2021-09-24 16:00:00+00:00,0.0001,1632499200000.0
2021-09-24 20:00:00+00:00,0.0001,1632499200000.0
2021-09-25 00:00:00+00:00,0.0001,1632528000000.0
2021-09-25 04:00:00+00:00,0.0001,1632528000000.0
2021-09-25 08:00:00+00:00,0.0001,1632556800000.0
2021-09-25 12:00:00+00:00,0.0001,1632556800000.0
